"a","ShowYourWork Init","","","000","ShowYourWork Init","1.1.2 for 2021-2022 @t1","0"
"e"," ","","130","23823254","test.py","1.1.2 for 2021-2022 @t1","1"
"k"," ",,"131","23823255","test.py","1.1.2 for 2021-2022 @t1","1"
"a","EditorChange",,,"24252922","test.py","1.1.2 for 2021-2022 @t1","1"
"a","EditorChange",,,"24256391","test.py","1.1.2 for 2021-2022 @t1","1"
"a","EditorChange",,,"24259400","test.py","1.1.2 for 2021-2022 @t1","1"
"a","EditorChange",,,"24277812","test.py","1.1.2 for 2021-2022 @t1","1"
"e","# ","","148","26429642","test.py","1.1.2 for 2021-2022 @t1","1"
"e","","memoryboard","163","26797997","test.py","1.1.2 for 2021-2022 @t1","1"
"e","g","","163","26797998","test.py","1.1.2 for 2021-2022 @t1","1"
"k","g",,"164","26797998","test.py","1.1.2 for 2021-2022 @t1","1"
"e"," ","","165","26798011","test.py","1.1.2 for 2021-2022 @t1","1"
"e",""," ","164","26798241","test.py","1.1.2 for 2021-2022 @t1","1"
"e","a","","164","26798242","test.py","1.1.2 for 2021-2022 @t1","1"
"k","a",,"165","26798241","test.py","1.1.2 for 2021-2022 @t1","1"
"k","m",,"166","26798358","test.py","1.1.2 for 2021-2022 @t1","1"
"e","m","","165","26798358","test.py","1.1.2 for 2021-2022 @t1","1"
"e","e","","166","26798455","test.py","1.1.2 for 2021-2022 @t1","1"
"k","e",,"167","26798455","test.py","1.1.2 for 2021-2022 @t1","1"
"e","B","","167","26799599","test.py","1.1.2 for 2021-2022 @t1","1"
"k","B",,"168","26799599","test.py","1.1.2 for 2021-2022 @t1","1"
"e","o","","168","26799807","test.py","1.1.2 for 2021-2022 @t1","1"
"k","o",,"169","26799808","test.py","1.1.2 for 2021-2022 @t1","1"
"e","a","","169","26799886","test.py","1.1.2 for 2021-2022 @t1","1"
"k","a",,"170","26799886","test.py","1.1.2 for 2021-2022 @t1","1"
"e","r","","170","26800103","test.py","1.1.2 for 2021-2022 @t1","1"
"k","r",,"171","26800103","test.py","1.1.2 for 2021-2022 @t1","1"
"e","d","","171","26800303","test.py","1.1.2 for 2021-2022 @t1","1"
"k","d",,"172","26800304","test.py","1.1.2 for 2021-2022 @t1","1"
"a","Backspace",,,"26804777","test.py","1.1.2 for 2021-2022 @t1","1"
"e","","B","167","26804778","test.py","1.1.2 for 2021-2022 @t1","1"
"e","b","","167","26805034","test.py","1.1.2 for 2021-2022 @t1","1"
"k","b",,"168","26805035","test.py","1.1.2 for 2021-2022 @t1","1"
"e"," ","","168","26805047","test.py","1.1.2 for 2021-2022 @t1","1"
"e",""," ","168","26808907","test.py","1.1.2 for 2021-2022 @t1","1"
"e","","Memory","180","26808907","test.py","1.1.2 for 2021-2022 @t1","1"
"e","G","","180","26808908","test.py","1.1.2 for 2021-2022 @t1","1"
"k","G",,"181","26808908","test.py","1.1.2 for 2021-2022 @t1","1"
"e"," ","","181","26808918","test.py","1.1.2 for 2021-2022 @t1","1"
"e",""," ","181","26809169","test.py","1.1.2 for 2021-2022 @t1","1"
"e","a","","181","26809170","test.py","1.1.2 for 2021-2022 @t1","1"
"k","a",,"182","26809170","test.py","1.1.2 for 2021-2022 @t1","1"
"e","m","","182","26809272","test.py","1.1.2 for 2021-2022 @t1","1"
"k","m",,"183","26809272","test.py","1.1.2 for 2021-2022 @t1","1"
"e","e","","183","26809385","test.py","1.1.2 for 2021-2022 @t1","1"
"k","e",,"184","26809385","test.py","1.1.2 for 2021-2022 @t1","1"
"a","Backspace",,,"26815080","test.py","1.1.2 for 2021-2022 @t1","1"
"e",""," ","149","26815081","test.py","1.1.2 for 2021-2022 @t1","1"
"a","Backspace",,,"26815307","test.py","1.1.2 for 2021-2022 @t1","1"
"e","","#","148","26815309","test.py","1.1.2 for 2021-2022 @t1","1"
"a","Comment with Line Comment",,,"26833808","test.py","1.1.2 for 2021-2022 @t1","1"
"e"," #","","323","26833809","test.py","1.1.2 for 2021-2022 @t1","1"
"e"," #","","290","26833810","test.py","1.1.2 for 2021-2022 @t1","1"
"a","Move Cursor",,,"26881553","test.py","1.1.2 for 2021-2022 @t1","1"
"a","Move Cursor",,,"26881657","test.py","1.1.2 for 2021-2022 @t1","1"
"a","Move Cursor",,,"26881761","test.py","1.1.2 for 2021-2022 @t1","1"
"a","Move Cursor",,,"26881866","test.py","1.1.2 for 2021-2022 @t1","1"
"a","Move Cursor",,,"26881971","test.py","1.1.2 for 2021-2022 @t1","1"
"a","Move Cursor",,,"26882074","test.py","1.1.2 for 2021-2022 @t1","1"
"a","Move Cursor",,,"26882177","test.py","1.1.2 for 2021-2022 @t1","1"
"a","Move Cursor",,,"26882280","test.py","1.1.2 for 2021-2022 @t1","1"
"a","Move Cursor",,,"26882386","test.py","1.1.2 for 2021-2022 @t1","1"
"a","Move Cursor",,,"26882525","test.py","1.1.2 for 2021-2022 @t1","1"
"a","Move Cursor",,,"26882591","test.py","1.1.2 for 2021-2022 @t1","1"
"a","Move Cursor",,,"26882694","test.py","1.1.2 for 2021-2022 @t1","1"
"a","Move Cursor",,,"26882799","test.py","1.1.2 for 2021-2022 @t1","1"
"a","Move Cursor",,,"26882901","test.py","1.1.2 for 2021-2022 @t1","1"
"a","Move Cursor",,,"26883003","test.py","1.1.2 for 2021-2022 @t1","1"
"a","Move Cursor",,,"26883107","test.py","1.1.2 for 2021-2022 @t1","1"
"a","Move Cursor",,,"26883211","test.py","1.1.2 for 2021-2022 @t1","1"
"a","Move Cursor",,,"26883313","test.py","1.1.2 for 2021-2022 @t1","1"
"a","Move Cursor",,,"26883413","test.py","1.1.2 for 2021-2022 @t1","1"
"a","Move Cursor",,,"26883519","test.py","1.1.2 for 2021-2022 @t1","1"
"a","Move Cursor",,,"26883622","test.py","1.1.2 for 2021-2022 @t1","1"
"a","Move Cursor",,,"26883723","test.py","1.1.2 for 2021-2022 @t1","1"
"a","Move Cursor",,,"26883826","test.py","1.1.2 for 2021-2022 @t1","1"
"a","Comment with Line Comment",,,"26886440","test.py","1.1.2 for 2021-2022 @t1","1"
"e","# ","","2315","26886442","test.py","1.1.2 for 2021-2022 @t1","1"
"e","# ","","2279","26886443","test.py","1.1.2 for 2021-2022 @t1","1"
"e","# ","","2269","26886443","test.py","1.1.2 for 2021-2022 @t1","1"
"e","# ","","2240","26886443","test.py","1.1.2 for 2021-2022 @t1","1"
"e","# ","","2196","26886444","test.py","1.1.2 for 2021-2022 @t1","1"
"e","# ","","2143","26886444","test.py","1.1.2 for 2021-2022 @t1","1"
"e","# ","","2109","26886445","test.py","1.1.2 for 2021-2022 @t1","1"
"e","# ","","2078","26886446","test.py","1.1.2 for 2021-2022 @t1","1"
"e","# ","","2034","26886447","test.py","1.1.2 for 2021-2022 @t1","1"
"e","# ","","2000","26886447","test.py","1.1.2 for 2021-2022 @t1","1"
"e","# ","","1965","26886448","test.py","1.1.2 for 2021-2022 @t1","1"
"e","# ","","1895","26886448","test.py","1.1.2 for 2021-2022 @t1","1"
"e","# ","","1885","26886449","test.py","1.1.2 for 2021-2022 @t1","1"
"e","# ","","1809","26886450","test.py","1.1.2 for 2021-2022 @t1","1"
"e","# ","","1769","26886451","test.py","1.1.2 for 2021-2022 @t1","1"
"e","# ","","1666","26886453","test.py","1.1.2 for 2021-2022 @t1","1"
"e","# ","","1632","26886453","test.py","1.1.2 for 2021-2022 @t1","1"
"e","# ","","1601","26886454","test.py","1.1.2 for 2021-2022 @t1","1"
"e","# ","","1557","26886456","test.py","1.1.2 for 2021-2022 @t1","1"
"e","# ","","1523","26886459","test.py","1.1.2 for 2021-2022 @t1","1"
"e","# ","","1492","26886460","test.py","1.1.2 for 2021-2022 @t1","1"
"e","# ","","1443","26886462","test.py","1.1.2 for 2021-2022 @t1","1"
"e","# ","","1409","26886464","test.py","1.1.2 for 2021-2022 @t1","1"
"e","# ","","1378","26886465","test.py","1.1.2 for 2021-2022 @t1","1"
"e","# ","","1334","26886466","test.py","1.1.2 for 2021-2022 @t1","1"
"e","# ","","1300","26886467","test.py","1.1.2 for 2021-2022 @t1","1"
"e","# ","","1258","26886468","test.py","1.1.2 for 2021-2022 @t1","1"
"e","# ","","1245","26886469","test.py","1.1.2 for 2021-2022 @t1","1"
"e","# ","","1232","26886470","test.py","1.1.2 for 2021-2022 @t1","1"
"e","# ","","1215","26886472","test.py","1.1.2 for 2021-2022 @t1","1"
"r","Start",,,"26911368","test.py","1.1.2 for 2021-2022 @t1","1"
"r","Exit","0",,"26939143","test.py","1.1.2 for 2021-2022 @t1","1"
"a","EditorChange",,,"27060139","test.py","1.1.2 for 2021-2022 @t1","1"
"a","EditorChange",,,"27065353","test.py","1.1.2 for 2021-2022 @t1","1"
"a","Backspace",,,"28456289","task1.py","1.1.2 for 2021-2022 @t1","1"
"e","",".getBoard","903","28456290","task1.py","1.1.2 for 2021-2022 @t1","1"
"a","EditorChange",,,"28466439","task1.py","1.1.2 for 2021-2022 @t1","1"
"a","Backspace",,,"31791338","test.py","1.1.2 for 2021-2022 @t1","1"
"e",""," ","292","31791342","test.py","1.1.2 for 2021-2022 @t1","1"
"a","Backspace",,,"31791739","test.py","1.1.2 for 2021-2022 @t1","1"
"e","","#","291","31791740","test.py","1.1.2 for 2021-2022 @t1","1"
"a","Backspace",,,"31793455","test.py","1.1.2 for 2021-2022 @t1","1"
"e",""," ","325","31793457","test.py","1.1.2 for 2021-2022 @t1","1"
"a","Backspace",,,"31793961","test.py","1.1.2 for 2021-2022 @t1","1"
"e","","#","324","31793963","test.py","1.1.2 for 2021-2022 @t1","1"
"a","Move Cursor",,,"31812274","test.py","1.1.2 for 2021-2022 @t1","1"
"a","Move Cursor",,,"31812379","test.py","1.1.2 for 2021-2022 @t1","1"
"a","Move Cursor",,,"31812484","test.py","1.1.2 for 2021-2022 @t1","1"
"a","Move Cursor",,,"31812585","test.py","1.1.2 for 2021-2022 @t1","1"
"a","Move Cursor",,,"31812685","test.py","1.1.2 for 2021-2022 @t1","1"
"a","Move Cursor",,,"31812786","test.py","1.1.2 for 2021-2022 @t1","1"
"a","Move Cursor",,,"31812886","test.py","1.1.2 for 2021-2022 @t1","1"
"a","Move Cursor",,,"31812987","test.py","1.1.2 for 2021-2022 @t1","1"
"a","Move Cursor",,,"31813092","test.py","1.1.2 for 2021-2022 @t1","1"
"a","Move Cursor",,,"31813194","test.py","1.1.2 for 2021-2022 @t1","1"
"a","Move Cursor",,,"31813299","test.py","1.1.2 for 2021-2022 @t1","1"
"a","Move Cursor",,,"31813398","test.py","1.1.2 for 2021-2022 @t1","1"
"a","Move Cursor",,,"31813503","test.py","1.1.2 for 2021-2022 @t1","1"
"a","Move Cursor",,,"31813604","test.py","1.1.2 for 2021-2022 @t1","1"
"a","Move Cursor",,,"31813704","test.py","1.1.2 for 2021-2022 @t1","1"
"a","Move Cursor",,,"31813805","test.py","1.1.2 for 2021-2022 @t1","1"
"a","Move Cursor",,,"31813910","test.py","1.1.2 for 2021-2022 @t1","1"
"a","Move Cursor",,,"31814012","test.py","1.1.2 for 2021-2022 @t1","1"
"a","Move Cursor",,,"31814112","test.py","1.1.2 for 2021-2022 @t1","1"
"a","Move Cursor",,,"31814216","test.py","1.1.2 for 2021-2022 @t1","1"
"a","Move Cursor",,,"31814317","test.py","1.1.2 for 2021-2022 @t1","1"
"a","Move Cursor",,,"31814419","test.py","1.1.2 for 2021-2022 @t1","1"
"a","Move Cursor",,,"31814523","test.py","1.1.2 for 2021-2022 @t1","1"
"a","Move Cursor",,,"31814628","test.py","1.1.2 for 2021-2022 @t1","1"
"a","Move Cursor",,,"31814730","test.py","1.1.2 for 2021-2022 @t1","1"
"a","Move Cursor",,,"31814831","test.py","1.1.2 for 2021-2022 @t1","1"
"a","Move Cursor",,,"31814936","test.py","1.1.2 for 2021-2022 @t1","1"
"a","Move Cursor",,,"31815038","test.py","1.1.2 for 2021-2022 @t1","1"
"a","Move Cursor",,,"31815142","test.py","1.1.2 for 2021-2022 @t1","1"
"a","Move Cursor",,,"31815244","test.py","1.1.2 for 2021-2022 @t1","1"
"a","Move Cursor",,,"31815342","test.py","1.1.2 for 2021-2022 @t1","1"
"a","Move Cursor",,,"31815447","test.py","1.1.2 for 2021-2022 @t1","1"
"a","Move Cursor",,,"31815548","test.py","1.1.2 for 2021-2022 @t1","1"
"a","Move Cursor",,,"31815650","test.py","1.1.2 for 2021-2022 @t1","1"
"a","Move Cursor",,,"31815754","test.py","1.1.2 for 2021-2022 @t1","1"
"a","Move Cursor",,,"31815858","test.py","1.1.2 for 2021-2022 @t1","1"
"a","Move Cursor",,,"31815959","test.py","1.1.2 for 2021-2022 @t1","1"
"a","Move Cursor",,,"31816060","test.py","1.1.2 for 2021-2022 @t1","1"
"a","Move Cursor",,,"31816160","test.py","1.1.2 for 2021-2022 @t1","1"
"a","Move Cursor",,,"31816261","test.py","1.1.2 for 2021-2022 @t1","1"
"a","Move Cursor",,,"31816362","test.py","1.1.2 for 2021-2022 @t1","1"
"a","Move Cursor",,,"31816462","test.py","1.1.2 for 2021-2022 @t1","1"
"a","Move Cursor",,,"31816563","test.py","1.1.2 for 2021-2022 @t1","1"
"a","Comment with Line Comment",,,"31821979","test.py","1.1.2 for 2021-2022 @t1","1"
"e","","# ","2369","31821982","test.py","1.1.2 for 2021-2022 @t1","1"
"e","","# ","2331","31821983","test.py","1.1.2 for 2021-2022 @t1","1"
"e","","# ","2319","31821984","test.py","1.1.2 for 2021-2022 @t1","1"
"e","","# ","2288","31821984","test.py","1.1.2 for 2021-2022 @t1","1"
"e","","# ","2242","31821985","test.py","1.1.2 for 2021-2022 @t1","1"
"e","","# ","2187","31821985","test.py","1.1.2 for 2021-2022 @t1","1"
"e","","# ","2151","31821986","test.py","1.1.2 for 2021-2022 @t1","1"
"e","","# ","2118","31821986","test.py","1.1.2 for 2021-2022 @t1","1"
"e","","# ","2072","31821987","test.py","1.1.2 for 2021-2022 @t1","1"
"e","","# ","2036","31821987","test.py","1.1.2 for 2021-2022 @t1","1"
"e","","# ","1999","31821987","test.py","1.1.2 for 2021-2022 @t1","1"
"e","","# ","1927","31821988","test.py","1.1.2 for 2021-2022 @t1","1"
"e","","# ","1915","31821988","test.py","1.1.2 for 2021-2022 @t1","1"
"e","","# ","1837","31821989","test.py","1.1.2 for 2021-2022 @t1","1"
"e","","# ","1795","31821989","test.py","1.1.2 for 2021-2022 @t1","1"
"e","","# ","1690","31821990","test.py","1.1.2 for 2021-2022 @t1","1"
"e","","# ","1654","31821990","test.py","1.1.2 for 2021-2022 @t1","1"
"e","","# ","1621","31821990","test.py","1.1.2 for 2021-2022 @t1","1"
"e","","# ","1575","31821991","test.py","1.1.2 for 2021-2022 @t1","1"
"e","","# ","1539","31821991","test.py","1.1.2 for 2021-2022 @t1","1"
"e","","# ","1506","31821992","test.py","1.1.2 for 2021-2022 @t1","1"
"e","","# ","1455","31821992","test.py","1.1.2 for 2021-2022 @t1","1"
"e","","# ","1419","31821992","test.py","1.1.2 for 2021-2022 @t1","1"
"e","","# ","1386","31821993","test.py","1.1.2 for 2021-2022 @t1","1"
"e","","# ","1340","31821993","test.py","1.1.2 for 2021-2022 @t1","1"
"e","","# ","1304","31821994","test.py","1.1.2 for 2021-2022 @t1","1"
"e","","# ","1260","31821994","test.py","1.1.2 for 2021-2022 @t1","1"
"e","","# ","1245","31821994","test.py","1.1.2 for 2021-2022 @t1","1"
"e","","# ","1230","31821995","test.py","1.1.2 for 2021-2022 @t1","1"
"e","","# ","1211","31821995","test.py","1.1.2 for 2021-2022 @t1","1"
"a","Enter",,,"31827290","test.py","1.1.2 for 2021-2022 @t1","1"
"e","        
","","2382","31827293","test.py","1.1.2 for 2021-2022 @t1","1"
"a","Enter",,,"31833067","test.py","1.1.2 for 2021-2022 @t1","1"
"e","   
","","2382","31833070","test.py","1.1.2 for 2021-2022 @t1","1"
"e","","Memory","1272","31841927","test.py","1.1.2 for 2021-2022 @t1","1"
"e","G","","1272","31841929","test.py","1.1.2 for 2021-2022 @t1","1"
"k","G",,"1273","31841929","test.py","1.1.2 for 2021-2022 @t1","1"
"e"," ","","1273","31841946","test.py","1.1.2 for 2021-2022 @t1","1"
"e",""," ","1273","31842216","test.py","1.1.2 for 2021-2022 @t1","1"
"e","a","","1273","31842217","test.py","1.1.2 for 2021-2022 @t1","1"
"k","a",,"1274","31842223","test.py","1.1.2 for 2021-2022 @t1","1"
"e","m","","1274","31842329","test.py","1.1.2 for 2021-2022 @t1","1"
"k","m",,"1275","31842334","test.py","1.1.2 for 2021-2022 @t1","1"
"e","e","","1275","31842459","test.py","1.1.2 for 2021-2022 @t1","1"
"k","e",,"1276","31842473","test.py","1.1.2 for 2021-2022 @t1","1"
"e","","memoryBoard","1304","31853126","test.py","1.1.2 for 2021-2022 @t1","1"
"e","G","","1304","31853126","test.py","1.1.2 for 2021-2022 @t1","1"
"k","G",,"1305","31853127","test.py","1.1.2 for 2021-2022 @t1","1"
"e","","ame","1273","31853143","test.py","1.1.2 for 2021-2022 @t1","1"
"e"," ","","1273","31853144","test.py","1.1.2 for 2021-2022 @t1","1"
"e","","print(G.getBoard())
    ","1296","31853143","test.py","1.1.2 for 2021-2022 @t1","1"
"e",""," ","1273","31853143","test.py","1.1.2 for 2021-2022 @t1","1"
"e","ame","","1273","31853144","test.py","1.1.2 for 2021-2022 @t1","1"
"e","    print(G .getBoard())
","","1294","31853143","test.py","1.1.2 for 2021-2022 @t1","1"
"a","Choose Lookup Item Replace",,,"31854257","test.py","1.1.2 for 2021-2022 @t1","1"
"e",""," ","1305","31854262","test.py","1.1.2 for 2021-2022 @t1","1"
"e","ameBoard","","1305","31854264","test.py","1.1.2 for 2021-2022 @t1","1"
"a","EditorChange",,,"31863451","test.py","1.1.2 for 2021-2022 @t1","1"
"e","","ameBoard","1305","31877305","test.py","1.1.2 for 2021-2022 @t1","1"
"e","","G","1304","31878840","test.py","1.1.2 for 2021-2022 @t1","1"
"e","memoryBoard","","1304","31878841","test.py","1.1.2 for 2021-2022 @t1","1"
"a","Move Cursor",,,"31900603","test.py","1.1.2 for 2021-2022 @t1","1"
"a","Move Cursor",,,"31900707","test.py","1.1.2 for 2021-2022 @t1","1"
"a","Move Cursor",,,"31900810","test.py","1.1.2 for 2021-2022 @t1","1"
"a","Move Cursor",,,"31900911","test.py","1.1.2 for 2021-2022 @t1","1"
"a","Move Cursor",,,"31901016","test.py","1.1.2 for 2021-2022 @t1","1"
"a","Comment with Line Comment",,,"31903680","test.py","1.1.2 for 2021-2022 @t1","1"
"e","# ","","1165","31903682","test.py","1.1.2 for 2021-2022 @t1","1"
"e","# ","","1090","31903683","test.py","1.1.2 for 2021-2022 @t1","1"
"e","# ","","1059","31903684","test.py","1.1.2 for 2021-2022 @t1","1"
"e","# ","","1033","31903684","test.py","1.1.2 for 2021-2022 @t1","1"
"e","# ","","1006","31903685","test.py","1.1.2 for 2021-2022 @t1","1"
"e","# ","","930","31903685","test.py","1.1.2 for 2021-2022 @t1","1"
"e","# ","","885","31903686","test.py","1.1.2 for 2021-2022 @t1","1"
"e","# ","","854","31903686","test.py","1.1.2 for 2021-2022 @t1","1"
"e","# ","","828","31903687","test.py","1.1.2 for 2021-2022 @t1","1"
"e","# ","","801","31903687","test.py","1.1.2 for 2021-2022 @t1","1"
"e","# ","","725","31903688","test.py","1.1.2 for 2021-2022 @t1","1"
"e","# ","","681","31903688","test.py","1.1.2 for 2021-2022 @t1","1"
"e","# ","","650","31903689","test.py","1.1.2 for 2021-2022 @t1","1"
"e","# ","","603","31903689","test.py","1.1.2 for 2021-2022 @t1","1"
"e","# ","","577","31903690","test.py","1.1.2 for 2021-2022 @t1","1"
"e","# ","","514","31903690","test.py","1.1.2 for 2021-2022 @t1","1"
"e","# ","","483","31903691","test.py","1.1.2 for 2021-2022 @t1","1"
"e","# ","","436","31903691","test.py","1.1.2 for 2021-2022 @t1","1"
"e","# ","","409","31903692","test.py","1.1.2 for 2021-2022 @t1","1"
"e","# ","","352","31903692","test.py","1.1.2 for 2021-2022 @t1","1"
"e","# ","","336","31903693","test.py","1.1.2 for 2021-2022 @t1","1"
"a","Comment with Line Comment",,,"31914599","test.py","1.1.2 for 2021-2022 @t1","1"
"e"," #","","275","31914601","test.py","1.1.2 for 2021-2022 @t1","1"
"e"," #","","245","31914603","test.py","1.1.2 for 2021-2022 @t1","1"
"e","","        ","2430","31917333","test.py","1.1.2 for 2021-2022 @t1","1"
"e","","   ","2426","31917334","test.py","1.1.2 for 2021-2022 @t1","1"
"r","Start",,,"31917429","test.py","1.1.2 for 2021-2022 @t1","1"
"r","Exit","1",,"31917431","test.py","1.1.2 for 2021-2022 @t1","1"
"a","EditorChange",,,"31938877","test.py","1.1.2 for 2021-2022 @t1","1"
"r","Start",,,"31982870","test.py","1.1.2 for 2021-2022 @t1","1"
"r","Exit","1",,"31982871","test.py","1.1.2 for 2021-2022 @t1","1"
"r","Start",,,"32001947","test.py","1.1.2 for 2021-2022 @t1","1"
"r","Exit","1",,"32001948","test.py","1.1.2 for 2021-2022 @t1","1"
"r","Start",,,"32022023","test.py","1.1.2 for 2021-2022 @t1","1"
"r","Exit","1",,"32022024","test.py","1.1.2 for 2021-2022 @t1","1"
"r","Start",,,"32817549","test.py","1.1.2 for 2021-2022 @t1","1"
"r","Exit","1",,"32817550","test.py","1.1.2 for 2021-2022 @t1","1"
"r","Start",,,"32877928","test.py","1.1.2 for 2021-2022 @t1","1"
"r","Exit","1",,"32883820","test.py","1.1.2 for 2021-2022 @t1","1"
"r","Start",,,"33374667","test.py","1.1.2 for 2021-2022 @t1","1"
"r","Exit","0",,"33400025","test.py","1.1.2 for 2021-2022 @t1","1"
"r","Start",,,"33774697","test.py","1.1.2 for 2021-2022 @t1","1"
"r","Exit","130",,"33820242","test.py","1.1.2 for 2021-2022 @t1","1"
"r","Start",,,"33821441","test.py","1.1.2 for 2021-2022 @t1","1"
"r","Exit","0",,"33887223","test.py","1.1.2 for 2021-2022 @t1","1"
"r","Start",,,"34060778","test.py","1.1.2 for 2021-2022 @t1","1"
"r","Exit","0",,"34097564","test.py","1.1.2 for 2021-2022 @t1","1"
"r","Start",,,"34420085","test.py","1.1.2 for 2021-2022 @t1","1"
"r","Exit","130",,"34513912","test.py","1.1.2 for 2021-2022 @t1","1"
"r","Start",,,"34540548","test.py","1.1.2 for 2021-2022 @t1","1"
